Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Morocco,MAR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,15.30072945,14.72771092,14.39221663,14.82515671,15.33924844,15.96281918,16.53496172,17.53357304,21.72378768,21.92610478,23.01727798,25.49646128,27.64255281,29.67279025,39.47167477,43.20983062,45.93133807,49.13284329,52.17964629,56.85162623,61.11023913,62.95259576,65.26333157,67.16900718,72.33723215,76.24077791,79.73861204,82.15866493,82.69708372,88.93112311,89.31840798,89.95559804,90.30761344,90.82195717,90.14779651,90.7358464,91.83242948,92.80824547,93.93978318,95.05817445,96.52970423,100,104.5304971,104.6840652,105.7053856,104.974982,105.3626916,106.7400896,107.1433639,109.4244978,111.0109703,111.8852526,
Monaco,MCO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,16.32956346,17.30669861,18.49515631,19.93131262,22.19610169,25.22584434,27.95239832,30.41411882,33.19968056,36.55370281,40.66866903,45.3222329,50.75703992,55.58665433,59.63174098,62.92739125,66.24925467,68.09128176,70.18357609,72.50551987,74.42007252,76.31020629,77.9401025,79.14819813,80.21326575,81.26238253,82.56630492,83.40356854,84.15496865,84.19388774,85.37312129,86.78083831,88.84636808,90.51550407,91.95450892,92.13510714,94.12537683,96.53239062,98.83538984,98.91109823,100,100.8996125,102.09918,102.8997894,103.50106,104.5890944,105.0010774,,
Moldova,MDA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.68533338,45.62440428,51.32879614,56.1853883,78.53687179,100.0000187,112.0892721,123.1047354,141.4050317,152.6985645,166.96752,189.3736693,219.4970243,239.7880669,244.9917808,272.1147013,291.8746482,314.9166203,327.9324163,348.8365515,383.0988867,404.990189,430.4058372,
Madagascar,MDG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,13.23685788,13.47372559,13.93060998,14.44281883,14.68151719,15.31943621,16.21060926,16.31982414,16.47826537,17.11504269,18.29676157,18.9532802,19.52649087,21.8503143,26.83315504,28.09191073,30.88062124,33.53447328,35.81309634,39.86947486,45.84466478,58.06966125,74.66352646,90.69537197,99.99964638,110.4195508,126.0545586,155.0872287,187.9078635,210.413732,234.5237137,264.740607,302.9030271,339.4983143,480.9100454,697.9132772,822.4142673,882.397177,956.8422321,1049.796194,1125.729725,1207.537428,1391.999277,1430.482432,1635.095936,1934.644575,2156.542509,2363.642698,2578.558963,2794.199132,3039.932892,3290.117056,3470.747057,3647.271985,3888.941395,4182.610259,4462.042229,4831.532093,
Maldives,MDV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.43229578,24.52338074,25.52894087,25.23842588,25.93331712,26.46038909,39.92682928,40.12547931,41.37393011,45.49892752,49.66579719,53.3240977,58.71946636,65.20799305,72.56791045,74.65904299,84.09220326,89.791092,95.5649786,100.0000185,107.9299081,108.0692102,111.5567457,
Middle East & North Africa,MEA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.007815341,0.008082473,0.008289447,0.008555679,0.009051925,0.009192644,0.009648322,0.009954174,0.010055958,0.01075684,0.011045411,0.011747751,0.012515961,0.014191519,0.017474422,0.02019739,0.024108321,0.031447433,0.036479771,0.043656545,0.061463232,0.077626504,0.12563395,0.234475154,0.373806495,0.59334822,1.004840425,2.440119212,4.891152204,6.202320834,7.951150818,9.814083112,11.27092407,15.34683353,16.69896697,23.12216736,29.26006515,34.74482612,40.10584344,46.56401484,51.75692975,54.88381955,57.90427694,60.24329448,65.03969147,68.86007183,73.25969497,77.50074362,82.28448637,85.53280051,89.42039574,94.64511607,98.49331737,100,104.4233419,107.3340309,113.1071412,120.0436736,
Marshall Islands,MHL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,49.10698738,52.73029296,54.58141912,56.82314514,58.91752031,60.36328587,62.08977648,64.64989386,67.7253068,71.10471627,74.69143738,76.9426405,79.27687085,81.35762923,83.64146106,85.98002398,88.11611961,92.7546929,94.40051826,91.59185217,90.23186384,95.24940763,96.72851849,100,102.0456691,104.9775538,106.0953093,109.309212,111.0026991,112.7122975,116.9658993,120.8543501,121.0403079,117.0546193,115.2865903,122.4423901,124.0670201,
Middle income,MIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173443614,0.336344148,4.613511725,25.01120447,62.99964901,73.76730731,75.88060855,78.86217682,79.95970882,82.14905914,88.86752396,93.06114774,93.93961411,95.49116678,95.33228761,100,103.2526242,107.9945552,113.9247458,114.2609122,116.5933008,120.9331044,122.1457417,127.6225519,129.4685623,132.0626865,136.6386786,141.3079349,
Mali,MLI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,10.00085568,12.10968086,12.54434043,13.30073213,14.19127468,15.10977857,15.70770768,16.46451247,20.249562,22.46614743,24.27780552,26.35650793,29.3667493,33.62541339,37.25981867,42.16086332,46.72157266,51.04425156,49.26664044,49.19850462,48.26051918,46.20803233,47.78621152,51.41897316,48.42841621,48.7862135,50.36449344,70.28987158,81.40198605,80.05712822,84.52447435,85.994841,100,99.38027208,104.029641,107.6840793,99.5062442,103.0870999,110.8204121,115.9700963,121.2525876,129.4389734,136.1380388,142.0846832,159.3528343,166.6907476,167.8594952,169.9585865,175.2046112,177.5868798,181.011248,
Malta,MLT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,28.45425436,28.63442468,28.28414415,30.74112498,31.77516917,33.47934889,35.16225728,36.89242528,38.42529892,40.81015822,45.86758487,49.43623869,51.1376815,50.981464,50.89140649,51.2153372,53.01694214,54.63473817,55.65070463,56.84554661,58.63677812,60.6016226,62.75565784,64.5470218,66.84602152,67.36848161,68.7851953,72.62902372,73.62942572,75.94672651,81.51383634,83.71617137,84.80183309,83.70197092,84.59252307,86.11213451,88.57842976,91.05646054,93.78844918,96.31140468,100,102.2664802,104.3188754,106.3687171,108.8334114,111.7652413,113.7379292,116.4886684,
Myanmar,MMR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.22871314,0.232028193,0.233422329,0.235625327,0.226868687,0.230705271,0.238907331,0.277112413,0.281803493,0.289587618,0.285450541,0.278858254,0.280964988,0.309075063,0.483767056,0.5635725,0.620655156,0.632582903,0.637626843,0.673440111,0.681758334,0.711927393,0.735951158,0.750356215,0.769249351,0.781305418,0.832516157,1.009329448,1.263636272,1.99255826,2.361970499,2.922911205,3.55851185,4.848452057,5.918997568,7.079171025,8.710034561,11.65352319,15.82842581,19.41205898,19.88994,24.83148914,35.13877409,42.34100677,43.86576066,52.27198882,63.40618317,78.39788286,89.07462236,93.42021622,100,110.2545767,113.7056518,118.6837658,123.63707,128.7515606,133.4068026,141.7106355,
Middle East & North Africa (excluding high income),MNA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,120.2045599,123.9058242,134.1930417,142.126733,148.2597327,163.1938812,189.3905278,203.882709,208.8028934,212.2234345,214.8349986,215.1626692,219.7140807,221.9550781,226.8605589,238.5472421,247.7103694,
Mongolia,MNG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,0.204495178,0.208547089,0.210432876,0.203935564,0.200982453,0.182547619,0.184025869,0.185739127,0.199015275,0.245272247,0.474160187,1.297732252,5.436164396,8.932672084,14.31661021,15.86388826,19.30193142,18.92905729,20.9888713,23.50747109,25.9636597,27.61746365,30.4445459,35.52618906,42.66639842,52.04736198,58.09972468,70.56139155,71.8503391,100,115.1192655,129.8365485,133.6119984,143.5645379,146.0525244,149.3076733,165.19818,
Northern Mariana Islands,MNP,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.40639891,84,84.67459762,85.01602564,85.1979346,86.53136531,97.406639,100,99.13151365,98.52150538,100.4010695,102.0887728,106.2893082,113.2603406,118.5958254,120.7733131,
Mozambique,MOZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,0.160464257,0.167012227,0.196171928,0.221738649,0.260932341,0.347430947,0.391588507,1.102125978,1.63473359,2.409198455,3.229651833,6.175945269,8.185011711,12.10914185,18.26783062,27.36557855,36.99427294,40.92407602,43.38522588,47.10219623,52.23752463,59.87482068,66.43515572,69.70118204,74.92439916,79.5679663,85.85771052,91.62178387,98.93533059,100.0004782,107.6440322,111.2308666,117.7429986,122.3555974,125.5780806,131.0801239,146.7028657,165.5696104,
Mauritania,MRT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.313735778,4.343362914,4.449022311,4.647236911,4.857942989,4.757605038,4.954716369,5.072716092,5.072128393,4.994074698,5.000475036,5.314102133,5.692584096,6.632584373,7.473885855,8.595294999,9.113646381,9.695693444,9.937038565,11.1528271,11.88305277,12.7463688,14.03196218,15.05009312,16.69245058,18.40257976,19.73865336,21.80373652,22.97747414,24.81018616,25.46578976,36.01196417,38.07975014,42.61614692,47.3433862,48.68884739,49.5930303,55.58241201,65.83826371,69.45602602,73.20920162,76.89751023,83.01429035,89.48312359,99.99999463,109.5553481,129.776071,134.1437028,146.8063614,148.4525196,176.4767419,204.5431404,206.5635222,212.7866332,193.303465,183.8971635,191.4369472,199.477299,
Mauritius,MUS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,8.30678906,9.019462425,9.989217152,11.78092977,14.91107214,16.53099596,17.99650799,19.51482003,20.97134272,22.69089299,24.5112838,27.67691546,30.68995111,34.08044122,37.52972145,40.74387152,42.92586848,46.88372718,49.95715726,52.65644314,56.34346979,59.22868891,63.35390938,66.700943,68.09231216,72.92674721,77.19575564,81.60733107,86.57769402,90.26499977,100,108.3082238,114.4671563,113.7184284,114.9994399,118.6352073,121.5601848,124.9042415,126.7533324,127.9711896,130.7194357,132.4798577,
Malawi,MWI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.088626833,0.088207729,0.091908339,0.097124058,0.096549975,0.100129629,0.100337224,0.098253642,0.104743153,0.107252493,0.116668029,0.125887711,0.12705152,0.138883871,0.164295148,0.177754891,0.195597407,0.221764955,0.222252346,0.229856625,0.266157315,0.309822389,0.339761327,0.377915739,0.426183349,0.464245085,0.526961274,0.615089575,0.806332033,0.987833205,1.093144466,1.210027517,1.370675867,1.756859223,2.216662293,3.928359683,5.984683464,7.231582708,8.645247553,12.07661359,15.76408093,19.80322741,42.1202068,46.47800311,53.37841911,59.11192109,70.91495167,73.82226714,82.65485568,89.18444259,100,114.0757614,134.2170933,170.8588919,206.5405561,248.9529541,297.6086484,337.671252,
Malaysia,MYS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,16.49045341,15.21102796,15.04204167,17.57476447,17.77278391,18.24419005,17.99286886,17.5748791,16.99830101,17.83223205,17.74138801,17.65824229,17.71895895,20.88606689,23.54052634,22.81604821,25.71965531,27.48534076,30.19000298,33.83075934,36.15665068,36.5399181,37.47499497,39.68991228,41.59216405,40.92422626,37.35673055,40.22076452,41.67676676,43.53626054,45.19404079,46.81376453,47.94399895,49.85555376,51.8185695,53.7013889,55.67757896,57.61669398,62.51359618,62.54220545,68.08000065,67.00306088,69.09932808,71.3790548,75.66858355,82.37460344,85.65373659,89.83492297,99.16765484,93.22543222,100,105.4124081,106.4664608,106.6522176,109.2838257,108.8830054,111.0092115,115.24709,
North America,NAC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,5.77054875,5.973845792,6.988971836,7.918477185,8.925199845,11.06414566,12.17801681,13.32215186,16.00945175,18.4233176,19.59868172,20.7738047,22.90715507,25.06120184,30.24740791,32.23875977,37.0585637,39.63068942,42.93251566,45.80876068,50.47649564,56.11824299,61.7817585,62.48473421,64.00473797,67.53385355,73.89123903,81.3941321,90.27301531,96.55862724,100.0001126,103.8051813,117.1772332,127.4845129,135.4627186,138.1068921,151.7197539,162.8744918,
New Caledonia,NCL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,18.75569633,20.07012237,20.87742416,21.87124406,24.27736648,27.02523634,29.05561108,31.31151383,33.36710764,37.58079643,40.25362685,42.88697135,45.40324324,38.36078998,51.80914438,58.33651238,66.35448664,72.88607156,78.54863852,85.49208069,90.32288283,98.83391835,100.5169462,103.0894163,104.8609378,100,103.6304091,106.5752909,109.4691116,112.634623,114.1343879,115.7576963,118.1405179,118.3848789,118.5020726,117.7717915,,,,,,,,,,,,,,,,,,
Niger,NER,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,13.09943132,13.54400645,13.42985857,13.5321264,13.43483017,14.51993694,15.23981873,14.44444115,13.9504681,15.1283218,16.20797624,16.30519701,16.8532436,22.8930255,24.64371445,23.06829046,25.93253109,30.01633293,33.38156952,34.91262186,42.1811225,46.66424244,51.60917079,56.1529563,62.73683849,59.03283157,56.54909316,57.5095848,54.44732749,55.22222726,54.33963987,51.54756369,52.11465295,52.04053077,69.06316288,72.80783683,76.25367551,78.61585646,80.97429952,82.59573018,86.32505601,89.76430176,92.45536651,92.13740396,93.5122862,99.65575471,100,104.5692629,111.7595385,118.5533727,122.1329048,127.4993529,133.5889993,135.6421218,135.4891635,136.2395416,135.7883658,137.053953,
Nigeria,NGA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.032305188,0.034326578,0.036236956,0.035115512,0.035968049,0.036278973,0.041065212,0.039830502,0.040316652,0.041407744,0.062641006,0.063485428,0.065321978,0.068814638,0.099056171,0.122335155,0.139894146,0.15488206,0.176433504,0.196703532,0.221133446,0.705421981,0.809842436,0.968320097,1.023065662,1.09394129,1.153183162,1.380008242,1.658454246,2.138903024,2.281545223,2.711933788,3.979826709,5.63698909,8.077606058,14.16825456,17.92157961,18.82757746,19.95899141,22.63959805,27.77284106,30.57136507,37.02468981,40.65471028,49.7484947,59.62779691,73.85760163,79.10129266,85.36721233,85.95291582,100,109.7784581,120.6988203,126.6912098,132.5983432,136.3955157,149.4126537,166.0257243,
Nicaragua,NIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.18E-09,1.18E-09,1.18E-09,1.17E-09,1.22E-09,1.23E-09,1.28E-09,1.30E-09,1.35E-09,1.37E-09,1.40E-09,1.45E-09,1.51E-09,1.76E-09,2.14E-09,2.24E-09,2.48E-09,2.77E-09,2.87E-09,3.78E-09,5.18E-09,5.79E-09,6.76E-09,7.50E-09,1.04E-08,2.79E-08,1.06E-07,6.62E-07,9.08E-05,0.004369148,0.223530348,10.33522044,12.78108258,15.38735305,35.96098225,40.77712289,44.69450485,49.06473046,55.94777018,61.10964156,66.34443306,71.14877136,73.45995289,77.37615966,84.37940042,92.70519532,100,109.6739135,127.4401576,135.1328318,143.4274023,158.0782643,167.9476581,175.2519672,189.9604117,202.0880102,211.9731902,222.3842414,
Netherlands,NLD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,14.92478824,15.71043778,15.82963501,16.57354401,18.0117943,18.61911602,19.73315145,20.56344721,21.42642568,22.79985357,25.79895908,28.06669525,30.35739237,32.93200318,37.17880004,40.18856809,43.80282067,46.14392941,48.60565678,50.92466169,54.09491117,57.55162592,60.21261471,61.04901156,62.45747848,62.99828746,63.13165495,62.47026602,62.98229604,63.83134041,64.82695076,66.84763899,68.51598254,69.61053138,71.04641119,72.51325212,73.37817298,75.30452412,76.85176514,77.95216548,80.77138819,84.14590193,87.198459,89.0915204,90.29426282,92.04040376,94.38782868,96.37510958,98.76447678,99.15916087,100,100.1418963,101.5635825,102.9534384,103.1078651,103.9382064,104.5452656,105.7435137,
Norway,NOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,7.499311359,7.697865019,8.064777775,8.338391367,8.732141274,9.149069135,9.512935091,9.794991278,10.22830963,10.65744221,12.10905236,12.88212862,13.59289964,14.77338009,16.45328134,17.91519249,19.31984337,20.89821273,22.20664009,23.47289899,26.55397377,29.97392215,33.12416886,35.43040637,37.63063388,39.58667771,39.36862133,42.21157364,44.26665845,46.75094083,48.53282021,49.6062222,49.28888803,50.41892056,50.3402971,51.88145572,54.09238258,55.5992099,55.21543004,58.8956673,67.98589118,69.10128433,67.93014016,69.87506398,73.95231633,80.43014351,87.48880455,90.15728186,99.56398682,94.38165131,100,106.751051,110.3348751,113.1423722,113.5155228,110.31236,109.0834031,113.278195,
Nepal,NPL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,3.728383535,3.828602484,4.054378656,4.199116936,4.249284613,4.796813177,5.526831229,5.213588947,5.790515639,6.170595305,6.605519276,6.815057983,7.667123102,7.4066475,8.949131431,11.41217823,11.47426531,11.06522823,12.10217366,13.30977253,14.32258587,15.45942056,16.90447593,18.98181476,20.19246541,22.49881504,25.73697276,29.0047452,32.43174581,36.0830327,39.94964904,44.96118798,53.27410457,59.01434101,61.85646352,65.75395365,70.89790883,76.05863354,79.18300862,86.22004016,90.0761743,100,103.9348579,107.125975,111.5893007,118.4178857,127.1334886,136.7998151,144.4877656,167.4733565,192.8404327,213.6887324,227.8669032,242.8542569,265.5664756,278.6929338,293.0619166,318.5318525,
Nauru,NRU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,125.407611,158.2036016,129.4514615,152.8636243,189.6737421,148.6030376,131.0228136,120.1360844,126.9781465,131.3043478,
New Zealand,NZL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,7.504725181,8.546401574,9.398008069,10.10012654,10.38612318,11.91890707,14.34020891,16.73877247,18.96804267,21.4126201,24.68280499,28.54033088,32.56158332,35.06507944,37.94427831,43.11791791,49.87763352,58.61329202,62.27703987,65.46595833,66.37852783,67.32665961,68.5171631,69.36738423,70.51581064,71.8318101,73.01217804,73.48293896,74.10417826,74.66712677,77.25658769,79.94153878,79.91517907,81.71539089,84.6347805,86.35589106,88.93158796,93.04584574,95.90803644,96.40473075,100,102.0691495,101.5560359,106.4925601,107.0874852,107.8174545,111.2408538,115.0407445,
OECD members,OED,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,4.001036729,4.072351894,3.92808407,4.380465041,4.429218563,4.153300338,4.821652062,4.941276023,6.93307917,20.86762405,21.36307027,21.64079462,22.9392631,23.81147902,31.09357065,46.98395035,48.71289399,45.43928489,40.8957997,38.96621378,38.76670542,30.76731021,34.20643416,34.65760644,34.65760634,43.26687613,39.59001708,40.09402799,37.93321139,37.76233938,38.42550886,41.2750486,40.35245469,34.96443307,39.0463806,45.99958297,43.90110761,45.96598058,50.72227812,57.31967203,70.19635714,79.76443307,86.35589828,115.5023428,86.47876064,100,117.1495201,120.9524591,119.0512871,119.2350354,96.74992696,89.03473512,97.05135913,
Other small states,OSS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.500532101,2.580460458,2.578471346,2.54463665,2.672889505,2.776573002,2.884138932,3.132941498,3.192421643,3.228792048,3.367853052,3.544370285,3.764447112,4.349581707,5.455977276,6.767381903,7.569710757,8.258167978,9.004283883,9.597490904,10.4672268,11.50489876,12.58309809,13.24674099,14.52552162,15.18424597,15.68411211,16.39275149,17.96933443,19.51201165,20.77092625,23.48389916,25.84569474,28.09335891,31.71440536,36.11466609,39.13876738,44.37691004,47.71673267,50.51402409,63.08754588,68.06588205,69.74240795,72.83785324,78.48223857,83.99676692,100,107.2743193,121.438831,146.5360062,162.4355084,194.3454037,205.9450537,220.2910689,236.6180588,246.3436449,247.3296045,257.2240787,
Panama,PAN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,26.02723906,26.16646619,26.3160386,26.87300637,27.63197673,27.80331081,28.15853482,28.88746717,29.0504265,29.40141153,30.40765655,31.29049406,32.85439951,35.6608965,39.80161861,43.5361386,45.51028998,47.62961105,51.4025223,56.15479752,61.84917739,64.10182687,67.22466592,72.26447011,73.44184856,74.03640822,74.28698399,75.98763789,75.84179545,74.87363079,75.29682058,75.6678807,79.49747704,82.32337756,85.3526685,85.7510155,84.94291162,86.30950626,87.17046018,87.90477286,86.80756113,87.70012901,89.16589263,90.17468363,91.94662031,93.55414265,95.39714506,100,107.5274953,114.4855564,117.4509085,124.3148559,131.9922105,139.2581214,145.1036477,148.700515,151.7894274,154.8781553,
Peru,PER,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.00E-07,1.03E-07,1.07E-07,1.12E-07,1.27E-07,1.43E-07,1.56E-07,1.72E-07,2.03E-07,2.20E-07,2.46E-07,2.62E-07,2.81E-07,3.17E-07,3.65E-07,4.46E-07,5.78E-07,7.85E-07,1.29E-06,2.27E-06,3.13E-06,5.17E-06,8.61E-06,1.79E-05,3.72E-05,9.90E-05,0.000166621,0.000309331,0.002122874,0.056730114,3.608738482,17.41733762,29.33993475,43.14374871,54.15119422,61.50427543,67.46265093,72.37604426,76.26342699,78.50141189,81.26836688,81.63833974,81.72733943,83.20147561,88.42572836,91.52392041,98.53121881,100,101.1032763,103.1897429,109.0826291,116.441111,117.8414143,119.1122504,122.1682931,125.3545794,128.9641642,134.0439931,
Philippines,PHL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.698528499,1.750233696,1.869081974,2.029207597,2.120745106,2.205076745,2.322713029,2.368316928,2.520082096,2.668407475,3.072818082,3.515279794,3.744185727,4.375880033,5.802405608,6.342947705,6.869700274,7.438022059,8.132118923,9.338888255,10.66967508,11.91836198,12.95540539,14.79790774,22.69051353,26.6915,27.47966744,29.54014569,32.38989031,35.31568969,39.89658713,46.49024817,50.17816071,53.606412,58.96239727,63.41457138,68.27278568,72.52235151,88.75410409,94.59861226,100,105.5494798,109.9426892,113.4623152,119.7219025,126.6993066,132.9696858,137.0788892,147.4270596,151.5155735,157.9131476,164.263977,167.4973232,170.9234266,176.320227,175.285979,178.2642564,182.4012501,
Palau,PLW,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.34442754,63.77695995,63.91969085,62.31071128,63.86492769,68.7562012,71.58157083,72.83879139,78.45300455,77.40172712,77.14735806,77.35652748,82.94488271,88.94997943,92.55516576,100,103.1618689,101.9980207,
Papua New Guinea,PNG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.956265333,2.957337768,2.965810663,3.011060639,3.068270791,3.136742365,3.36762713,3.655810592,3.847714619,4.037697053,4.265881968,4.411499109,4.726152213,5.658976794,6.163759046,6.303634001,7.54658855,8.107890612,7.94326207,9.222114717,9.876083928,9.747339065,10.10592432,11.9916858,12.88366251,13.09239567,13.27004234,14.32787703,15.46325196,15.07038436,15.69403177,16.79180651,17.27473573,16.84359245,18.06527311,20.92885931,21.30806474,23.10355932,26.46370725,29.39294701,33.24413381,35.54260463,39.9109441,42.12174597,41.28252414,46.3117178,76.15476905,76.41468683,85.32669031,81.15989371,89.21225815,97.09244026,96.5437528,100.0004931,103.0501089,98.51258344,101.175881,108.3809401,
Poland,POL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.170883942,14.2383471,19.73797515,25.78624268,35.38750126,45.28832603,53.42689191,60.7217215,67.41766969,71.57230256,75.9486699,78.32044979,79.76877475,80.38022814,84.3286811,86.49510191,87.987768,91.25506357,94.79258417,98.36743413,100,103.2291219,105.6547166,105.9610548,106.4903907,107.1908936,107.6426917,109.7550746,
Pre-demographic dividend,PRE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,113.9000009,117.2999982,121.6000015,124.6999994,128.3000003,131.7000004,134.7999981,141.4000005,150,155.1999984,161.5999989,170.3999982,178.1999984,185.399999,197.6999984,212.3000017,218.6000021,227.9999982,240.2000013,254.2000021,276.1000001,301.7000026,321.9999995,339.8000021,355.8000018,365.3999994,377.5845118,389.6973075,404.1769475,413.4496305,462.4485327,476.8921761,489.1787324,498.406555,514.2472338,528.5133903,549.1864704,556.5030085,591.8973932,600.6147264,620.4054136,654.5581796,671.2479616,700.9001583,691.8432803,737.4365986,777.9429866,807.3685573,860.3469345,903.2141987,925.7412513,947.6797114,958.8550173,970.1888293,981.8364785,1001.254286,1020.464094,1047.928649,
"Korea, Dem. People’s Rep.",PRK,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.506391576,1.527658297,1.537995898,1.546728677,1.577793022,1.638887684,1.725146295,1.793059435,1.823053896,1.957908822,2.022968548,2.124455482,2.29026005,2.507063113,2.980025741,3.463695997,4.02738277,5.090613649,6.228276958,7.438893251,8.993848294,10.57756724,12.76610087,15.90723337,19.83245846,24.14295531,29.08046328,32.01665422,35.59143909,39.33345347,44.50369846,48.99242452,54.60011292,58.62765204,62.89435392,65.05076078,66.60427684,69.19289167,71.85295362,74.28895487,76.85906499,79.71406038,83.06848177,85.92524351,87.98407779,90.91380784,93.80977106,96.6044264,98.2831369,99.36063808,100,99.73042654,99.33393135,101.5858794,102.3480556,104.425063,106.0098693,107.4609539,
